iter	Logloss
0	0.5352560525
1	0.4040254652
2	0.3212735002
3	0.2778478337
4	0.2441193625
5	0.2151026879
6	0.1967587432
7	0.1834916306
8	0.1730807573
9	0.1666595348
10	0.1580414581
11	0.1532583633
12	0.147932541
13	0.144169259
14	0.1405846196
15	0.1377169653
16	0.1358714798
17	0.1337273095
18	0.1309911981
19	0.1290364385
20	0.1272878399
21	0.1255842195
22	0.1232051112
23	0.1219632269
24	0.1205061025
25	0.1197189042
26	0.1186080425
27	0.1174782436
28	0.1162380335
29	0.1148372258
30	0.1133282278
31	0.1121683156
32	0.1101337586
33	0.1089120086
34	0.1084031729
35	0.1072755408
36	0.1066362233
37	0.1056776645
38	0.104922788
39	0.104230412
40	0.1033011984
41	0.1021535886
42	0.1018157658
43	0.1010716377
44	0.1003646061
45	0.09985983543
46	0.09848297844
47	0.09800814196
48	0.09720541821
49	0.09684707378
50	0.09630911133
51	0.09575406046
52	0.09507287112
53	0.0944559065
54	0.09417882176
55	0.09374106868
56	0.09343730556
57	0.09244514383
58	0.09206842208
59	0.09169048038
60	0.09135425471
61	0.09112037816
62	0.09073854335
63	0.09046781201
64	0.08994335164
65	0.08959962905
66	0.08902546914
67	0.08886679806
68	0.08862373087
69	0.08846646716
70	0.08828625873
71	0.08795999574
72	0.08762185942
73	0.08734488057
74	0.08703969947
75	0.08629943298
76	0.08612687605
77	0.08589685369
78	0.08556649178
79	0.08529919278
80	0.08505796976
81	0.08486434493
82	0.08461899373
83	0.08440192914
84	0.08426344286
85	0.08394609748
86	0.08384162744
87	0.08365806324
88	0.08351509007
89	0.08329682366
90	0.08307642274
91	0.08277525227
92	0.08225480833
93	0.08214462393
94	0.08201675625
95	0.08188122193
96	0.08168929108
97	0.08146861354
98	0.0812342737
99	0.08102660162
100	0.08078194117
101	0.08053392478
102	0.08031532711
103	0.08015629757
104	0.08005061987
105	0.07991870251
106	0.07981219425
107	0.07957023659
108	0.07947606861
109	0.07934218684
110	0.0789632838
111	0.07874749877
112	0.0786461021
113	0.07849129994
114	0.07822926357
115	0.07803127317
116	0.07787201578
117	0.07767995134
118	0.07754370998
119	0.0774068409
120	0.07723808452
121	0.07696329893
122	0.07685421958
123	0.07655488955
124	0.07639380352
125	0.07634886164
126	0.07624376025
127	0.07612080568
128	0.07589659648
129	0.07570148004
130	0.07561183206
131	0.07556421754
132	0.07544601182
133	0.07531024771
134	0.07513564851
135	0.07509442744
136	0.07498353445
137	0.07490733967
138	0.0747402357
139	0.07451992505
140	0.07445862936
141	0.07422335231
142	0.07417975633
143	0.07395494039
144	0.07380079337
145	0.07369299898
146	0.07354810928
147	0.07346053152
148	0.07338645167
149	0.07332729718
150	0.07325210471
151	0.07313585668
152	0.07301230292
153	0.07285105652
154	0.07271782948
155	0.07260517077
156	0.07251331283
157	0.07242146412
158	0.07235657019
159	0.07217111873
160	0.07205558979
161	0.07201133862
162	0.07190835887
163	0.07178774029
164	0.07174254294
165	0.07169180396
166	0.07162805006
167	0.07160037271
168	0.07153605398
169	0.07141704064
170	0.07134681336
171	0.07129644479
172	0.07117126874
173	0.07096507267
174	0.07089153306
175	0.07081195886
176	0.07075645758
177	0.07063900315
178	0.07046475555
179	0.07037783168
180	0.07028385061
181	0.07018729389
182	0.07009284884
183	0.06996382324
184	0.06987590016
185	0.06974747035
186	0.06968336892
187	0.0695155542
188	0.06935405456
189	0.06929568822
190	0.06925019887
191	0.0691433189
192	0.06910844492
193	0.06907828207
194	0.06903772286
195	0.06888642531
196	0.06882670227
197	0.06876949601
198	0.0686863457
199	0.0686146545
200	0.0684723099
201	0.06832623469
202	0.06819435007
203	0.06801928675
204	0.06794297042
205	0.06778763943
206	0.06761364329
207	0.06748072204
208	0.06740056527
209	0.06730639427
210	0.06721519381
211	0.06714142088
212	0.06702126002
213	0.06691482044
214	0.06684347308
215	0.06672781692
216	0.06663249481
217	0.06653368043
218	0.06651649879
219	0.06641869078
220	0.06638775265
221	0.06624876125
222	0.06613501842
223	0.06611620821
224	0.06607673457
225	0.06605970872
226	0.06599752774
227	0.06584267755
228	0.06575731424
229	0.06568396877
230	0.06557450152
231	0.06551035932
232	0.06541272202
233	0.06529366893
234	0.06528299783
235	0.06524137312
236	0.06520649588
237	0.06511184331
238	0.06500148451
239	0.06485236984
240	0.06480540122
241	0.064761976
242	0.06467931744
243	0.06454993292
244	0.06444106989
245	0.06436018599
246	0.06425914676
247	0.06417251007
248	0.06408808508
249	0.0639787152
250	0.06388813149
251	0.06382844371
252	0.06370644083
253	0.06365223114
254	0.06358683545
255	0.06345741284
256	0.06335019567
257	0.06326590332
258	0.0631689146
259	0.06310107322
260	0.06304283013
261	0.06294051636
262	0.06288995448
263	0.06286387215
264	0.06283717707
265	0.06271781638
266	0.06263361241
267	0.0625220391
268	0.0624547312
269	0.06241164139
270	0.06238375952
271	0.0623645921
272	0.0623052356
273	0.06220815785
274	0.06207324567
275	0.06201343014
276	0.06188954394
277	0.06185500946
278	0.06175691254
279	0.06171563857
280	0.06165416642
281	0.06155924096
282	0.06149301628
283	0.06137807598
284	0.06133096861
285	0.06119820575
286	0.06116914579
287	0.061090629
288	0.0610404675
289	0.06096745691
290	0.06086922516
291	0.06078113433
292	0.060741586
293	0.06068866303
294	0.06059108121
295	0.06055424697
296	0.06047377867
297	0.06043877271
298	0.06031742173
299	0.0602657299
